,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,TRA
Znrf3,0.8832,0.11680000000000001,2.0230885308347335,2.317877e-05,6.2908553e-06,0.0,0.25,1.2435272,1.0467243,1.6773875,-3.1637344,7.2163706,0.2874214,0.052043505,0.1598588601160208,0.04720600500417019,0.1929396,0.037615854,False,WT vs Aire_KO,WT,Aire_KO,False
Ecm1,0.9364,0.06359999999999999,2.689429118717184,4.045825e-05,1.35176315e-05,0.0,0.25,1.243187,1.4444022,2.5003014,-9.203727,9.168264,0.49004334,0.095579624,0.10328329645355798,0.02735613010842359,0.2988124,0.06969186,False,WT vs Aire_KO,WT,Aire_KO,False
Tfdp2,0.909,0.09099999999999997,2.3014854887716254,5.4345863e-05,2.0707976e-05,0.0,0.25,1.24252,1.1979117,1.2361461,-3.3718958,5.878277,0.6451031,0.26505253,0.3286286705340803,0.18632193494578464,0.4300474,0.16466749,False,WT vs Aire_KO,WT,Aire_KO,False
Noct,0.912,0.08799999999999997,2.3383030729246803,3.613317e-05,1.3743506e-05,0.0,0.25,1.2423849,1.2676673,1.6040423,-3.998372,6.950389,0.43777376,0.10075062,0.23886131212249018,0.08156797331109222,0.27974758,0.068434455,False,WT vs Aire_KO,WT,Aire_KO,False
D5Ertd579e,0.907,0.09299999999999997,2.2775428604603634,6.490439e-05,2.838927e-05,0.0,0.25,1.2418773,1.297945,1.2621827,-3.749834,4.9823084,0.8841819,0.32576904,0.48190897673588273,0.24336947456212987,0.57387626,0.24293563,False,WT vs Aire_KO,WT,Aire_KO,False
Bmpr2,0.9016,0.09840000000000004,2.21513006813274,6.6236156e-05,2.668149e-05,0.0,0.25,1.2402731,1.2400012,1.1471655,-3.1880064,4.742159,0.85009646,0.3112571,0.47174212068660204,0.23769808173477391,0.57330334,0.20665292,False,WT vs Aire_KO,WT,Aire_KO,False
Plxna2,0.9082,0.09179999999999999,2.291852223115741,7.0350776e-05,3.0507197e-05,0.0,0.25,1.2389545,1.2746925,1.4543899,-3.7706394,6.608259,0.98513675,0.31125757,0.4003349081993012,0.18915763135946262,0.63666785,0.23152623,False,WT vs Aire_KO,WT,Aire_KO,False
Hs6st2,0.9246,0.07540000000000002,2.5065538147297164,2.1297086e-05,6.9367056e-06,0.0,0.25,1.238117,1.2983875,2.290796,-9.393438,9.455221,0.15674849,0.03603003,0.06279528736319662,0.02568807339449533,0.10473208,0.023701327,False,WT vs Aire_KO,WT,Aire_KO,True
Mtmr3,0.9124,0.08760000000000001,2.3432973892727476,5.582757e-05,2.1769278e-05,0.0,0.25,1.2375531,1.150022,0.9711861,-1.6915617,5.379957,0.78813064,0.28473523,0.4725793911847781,0.2293577981651328,0.5202803,0.1989583,False,WT vs Aire_KO,WT,Aire_KO,False
Ulk2,0.899,0.10099999999999998,2.1861624297439355,3.5404857e-05,1.4049415e-05,0.0,0.25,1.2371268,1.2174058,1.0149108,-2.411707,4.925725,0.4895691,0.1821509,0.32414329286528,0.1554628857381125,0.3301779,0.12866095,False,WT vs Aire_KO,WT,Aire_KO,False
Aox4,0.9374,0.06259999999999999,2.706344658305962,6.2686464e-05,2.660741e-05,0.0,0.25,1.237036,1.40868,2.0620794,-7.316124,8.101606,0.5298121,0.19316071,0.16631780395909324,0.07339449541284393,0.35034063,0.13658659,False,WT vs Aire_KO,WT,Aire_KO,True
Smoc1,0.904,0.09599999999999997,2.2424810758196263,2.7493748e-05,1.2069164e-05,0.0,0.25,1.2365859,1.2142959,1.620913,-4.320816,7.68639,0.23233777,0.09407838,0.13862807248369935,0.07656380316930755,0.1534821,0.07140209,False,WT vs Aire_KO,WT,Aire_KO,False
Rora,0.8984,0.10160000000000002,2.179571780985559,0.00012769757,4.5917575e-05,0.0,0.25,1.2360408,1.1722808,1.6228248,-4.0599213,8.154381,1.6563325,0.51459247,0.5181508282997892,0.3107589658048301,1.2192426,0.39827216,False,WT vs Aire_KO,WT,Aire_KO,False
Fgfbp1,0.9292,0.07079999999999997,2.5744648697155985,4.5012162e-05,1.985439e-05,0.0,0.25,1.2359903,1.3717737,2.0539856,-7.0727587,7.3228884,0.5078042,0.10341952,0.12427486394353854,0.038532110091743066,0.2901571,0.074283466,False,WT vs Aire_KO,WT,Aire_KO,True
Aff1,0.8838,0.11619999999999997,2.0289178735350903,9.250073e-05,3.4753702e-05,0.0,0.25,1.2355014,1.1530647,1.2395905,-3.1731377,5.949423,1.2964994,0.42735246,0.5643801208062244,0.30975813177647316,0.87995476,0.301936,False,WT vs Aire_KO,WT,Aire_KO,False
Avil,0.9176,0.08240000000000003,2.4101760184385133,0.00017529698,0.00010267765,0.0,0.25,1.2348118,1.2149887,2.390587,-8.13079,9.08807,2.0492272,1.1946641,0.19639973685784728,0.11943286071726289,1.4723723,0.92534643,False,WT vs Aire_KO,WT,Aire_KO,False
Ttc17,0.9016,0.09840000000000004,2.21513006813274,2.4824332e-05,9.8353075e-06,0.0,0.25,1.233334,1.16257,0.9665849,-1.9759283,5.561577,0.3014729,0.11225998,0.22869445607320948,0.10175145954962372,0.20248823,0.07629,False,WT vs Aire_KO,WT,Aire_KO,False
Samd9l,0.9112,0.08879999999999999,2.328375660496781,6.602169e-05,2.6354304e-05,0.0,0.25,1.232573,1.262773,1.4995483,-4.489642,6.574913,0.6518657,0.13094234,0.2849709945577573,0.0783986655546286,0.4609861,0.10108402,False,WT vs Aire_KO,WT,Aire_KO,False
Stk3,0.9148,0.08520000000000005,2.3737039218738216,4.2617216e-05,1.691941e-05,0.0,0.25,1.2314335,1.1934519,0.8930743,-1.9036779,4.584956,0.5362108,0.18915664,0.3349680043059847,0.1539616346955771,0.3498386,0.12244351,False,WT vs Aire_KO,WT,Aire_KO,False
Klk1,0.9442,0.05579999999999996,2.828563970104445,0.00016817969,9.2705835e-05,0.0,0.25,1.2314142,1.3523889,3.1903205,-12.112872,13.149619,2.4345608,0.27656367,0.14305364511691565,0.02251876563803164,1.605266,0.22467977,True,WT vs Aire_KO,WT,Aire_KO,True
Osbpl8,0.8892,0.11080000000000001,2.082595328770218,4.456264e-05,1.6893851e-05,0.0,0.25,1.2311479,1.161746,1.071859,-1.8919687,5.7495365,0.62883574,0.21584526,0.35900962861075436,0.17748123436196506,0.4133807,0.14983727,False,WT vs Aire_KO,WT,Aire_KO,False
Tnfaip3,0.9224,0.0776,2.4754114237409888,6.303384e-05,2.7813518e-05,0.0,0.25,1.2309628,1.294724,1.457869,-4.3586426,6.0917864,0.7296672,0.21934864,0.3271335446444802,0.1397831526271872,0.48083794,0.1570289,False,WT vs Aire_KO,WT,Aire_KO,False
Trim2,0.9004,0.09960000000000002,2.201676855146598,3.2286054e-05,1.3121579e-05,0.0,0.25,1.2307596,1.2245154,1.3529768,-3.9793558,7.186617,0.33131734,0.06355309,0.1879074218049187,0.04653878231859887,0.21493958,0.04512637,False,WT vs Aire_KO,WT,Aire_KO,False
Zmym4,0.9226,0.07740000000000002,2.4782088721680138,4.869589e-05,1.9740515e-05,0.0,0.25,1.2296203,1.2371621,0.8515785,-2.2238722,4.43443,0.664116,0.24436861,0.39435440464090077,0.20133444537113865,0.43467665,0.16229555,False,WT vs Aire_KO,WT,Aire_KO,False
Bace2,0.9336,0.06640000000000001,2.643350884598785,3.234743e-05,1.4265342e-05,0.0,0.25,1.2268019,1.3761344,2.0606267,-7.3074827,7.8781843,0.31911755,0.0617182,0.15339991627294836,0.032193494578815554,0.20934926,0.04715851,False,WT vs Aire_KO,WT,Aire_KO,False
Sptbn2,0.9188,0.08120000000000005,2.42615311137837,3.217676e-05,1.5120837e-05,0.0,0.25,1.2259982,1.2683635,2.022856,-7.066802,8.203218,0.24041355,0.09958299,0.12301895819627474,0.04920767306088414,0.16487353,0.07424521,False,WT vs Aire_KO,WT,Aire_KO,False
Rgs22,0.9104,0.08960000000000001,2.3185286427682277,2.6947495e-05,1.0367471e-05,0.0,0.25,1.2252814,1.196969,1.8111237,-5.2192316,9.81094,0.17552654,0.034028336,0.0757131750493385,0.025854879065888157,0.11650817,0.026944393,False,WT vs Aire_KO,WT,Aire_KO,True
Plekha7,0.9078,0.09219999999999995,2.2870638620155956,3.8175844e-05,1.5756028e-05,0.0,0.25,1.2244569,1.2639346,1.5079333,-4.0694513,6.581168,0.3797608,0.09424524,0.2245081035823292,0.07189324437030853,0.26198062,0.067796804,False,WT vs Aire_KO,WT,Aire_KO,False
Atf6,0.908,0.09199999999999997,2.289455703869823,5.2928262e-05,2.1824488e-05,0.0,0.25,1.2243396,1.2254672,1.0658774,-3.1913614,5.749502,0.72403455,0.2710574,0.4197715447641025,0.21634695579649266,0.46903792,0.19209898,False,WT vs Aire_KO,WT,Aire_KO,False
March3,0.9146,0.08540000000000003,2.37114060426716,2.5626347e-05,4.012657e-06,0.0,0.25,1.2239988,0.8366704,2.5371153,-4.869935,9.8603115,0.2626626,0.007172641,0.09802045332216684,0.006672226855713098,0.18296662,0.0053891777,False,WT vs Aire_KO,WT,Aire_KO,False
Wipf1,0.8894,0.11060000000000003,2.0846269098159875,2.0071819e-05,6.8641207e-06,0.0,0.25,1.2232634,1.1015167,1.2242745,-3.5103579,7.413748,0.22031622,0.081234396,0.14251539979665961,0.07055879899916595,0.1390644,0.055137843,False,WT vs Aire_KO,WT,Aire_KO,False
Mmp9,0.9158,0.08420000000000005,2.3866029711292898,5.8344656e-05,2.3408795e-05,0.0,0.25,1.2227101,1.3301563,1.7427076,-6.6209908,7.5999556,0.4179177,0.15045848,0.15160576520542823,0.07656380316930755,0.2685773,0.09892551,False,WT vs Aire_KO,WT,Aire_KO,True
Eml6,0.8918,0.10819999999999996,2.1092604445728345,5.161343e-05,1.664113e-05,0.0,0.25,1.2225295,1.1258273,1.5792636,-4.1830626,7.497533,0.6554411,0.19049112,0.29597512110521407,0.15262718932443453,0.44068697,0.13897789,False,WT vs Aire_KO,WT,Aire_KO,False
Trp63,0.9014,0.09860000000000002,2.212877758321939,0.00011625602,3.8901206e-05,0.0,0.25,1.2223854,1.1562247,1.7674172,-4.367692,7.2073193,1.3538682,0.4238499,0.46588122719936964,0.2710592160133384,1.0236754,0.3067457,False,WT vs Aire_KO,WT,Aire_KO,True
Atp9b,0.9246,0.07540000000000002,2.5065538147297164,4.5354653e-05,1.7659991e-05,0.0,0.25,1.2215356,1.149694,0.8385399,-1.642003,4.9481525,0.6915609,0.24870561,0.427366784283271,0.20800667222685154,0.4525957,0.1719938,False,WT vs Aire_KO,WT,Aire_KO,False
Clu,0.916,0.08399999999999996,2.389199457700236,0.00059256103,0.0002715301,0.0,0.25,1.2208261,1.2562561,1.7558184,-5.9868975,7.0176644,10.715063,3.0397346,0.8160995155792975,0.5302752293577843,6.573276,2.2595253,False,WT vs Aire_KO,WT,Aire_KO,False
Taf4b,0.8872,0.11280000000000001,2.062454019591136,3.6382677e-05,1.1959556e-05,0.0,0.25,1.2205149,1.1607447,1.4303207,-3.5508204,7.503824,0.41923767,0.12176782,0.21159021589618432,0.10542118432026581,0.26586452,0.08029001,False,WT vs Aire_KO,WT,Aire_KO,False
Brwd1,0.9094,0.09060000000000001,2.306330728962968,8.801922e-05,3.6901416e-05,0.0,0.25,1.2195853,1.2327318,1.0046284,-2.4976444,5.619849,1.3409348,0.50992155,0.6055259852880192,0.3638031693077476,0.8690426,0.3505311,False,WT vs Aire_KO,WT,Aire_KO,False
Elovl6,0.9178,0.08220000000000005,2.4128240891397246,3.763353e-05,1.730949e-05,0.0,0.25,1.2193611,1.2671089,1.778443,-5.2963877,6.4148254,0.3860409,0.090075076,0.19197416422463098,0.058715596330275406,0.2592546,0.0672179,False,WT vs Aire_KO,WT,Aire_KO,False
Smg6,0.8962,0.1038,2.155697546439369,6.17757e-05,2.4764004e-05,0.0,0.25,1.2189263,1.2144961,1.1351635,-2.537119,4.9830246,0.8213256,0.3202644,0.456731056755017,0.24720600500416479,0.55698884,0.21911041,False,WT vs Aire_KO,WT,Aire_KO,False
Gm4841,0.909,0.09099999999999997,2.3014854887716254,3.436374e-05,1.4872792e-05,0.0,0.25,1.218168,1.264996,1.5654339,-4.909813,6.1901236,0.3612213,0.14261861,0.15190479038334825,0.08256880733944916,0.2500401,0.09621322,False,WT vs Aire_KO,WT,Aire_KO,False
Cacna1a,0.881,0.119,2.001934060141778,4.60224e-05,1.4687033e-05,0.0,0.25,1.2172893,1.0999813,1.3464968,-3.9036922,6.5865507,0.6687841,0.17631273,0.2775551701453408,0.14929107589657808,0.43121782,0.12776834,False,WT vs Aire_KO,WT,Aire_KO,False
Dock8,0.9196,0.08040000000000003,2.4369245032002973,2.4202365e-05,9.936165e-06,0.0,0.25,1.2165887,1.2020383,1.8110139,-5.44707,8.196645,0.20333356,0.0760635,0.1261288200466425,0.06388657214345306,0.12943643,0.05786907,False,WT vs Aire_KO,WT,Aire_KO,False
Prss22,0.9264,0.0736,2.5326609560088174,2.3362367e-05,8.314351e-06,0.0,0.25,1.2164222,1.3247738,2.1562235,-8.310713,8.989488,0.17720169,0.025354447,0.05723341905388491,0.014011676396997508,0.11020343,0.020005943,False,WT vs Aire_KO,WT,Aire_KO,True
Gpm6b,0.9284,0.0716,2.562367471540107,2.5698482e-05,8.508528e-06,0.0,0.25,1.2154925,1.3343945,1.8788376,-5.2877703,7.860998,0.117218405,0.023352776,0.05143233060223719,0.017514595496246867,0.08508264,0.018790793,False,WT vs Aire_KO,WT,Aire_KO,False
Grb10,0.9028,0.09719999999999995,2.2287302416729853,3.8769347e-05,1.5445381e-05,0.0,0.25,1.214976,1.1887031,1.4903089,-3.6855278,6.7602444,0.39399529,0.2021677,0.19550266132408722,0.1336113427856528,0.25997272,0.11250061,False,WT vs Aire_KO,WT,Aire_KO,False
Pgr,0.9092,0.09079999999999999,2.3039057072376683,2.2642313e-05,7.857039e-06,0.0,0.25,1.2147261,1.2093449,1.6785803,-4.850089,7.5038605,0.09024631,0.027356103,0.050056814783805255,0.024353628023352725,0.06051772,0.01949435,False,WT vs Aire_KO,WT,Aire_KO,False
Ssh2,0.899,0.10099999999999998,2.1861624297439355,8.571908e-05,3.130612e-05,0.0,0.25,1.2145032,1.158998,1.6512586,-3.9952774,7.235938,1.0762845,0.28623685,0.4068536570779576,0.19699749791492527,0.72682315,0.21765982,False,WT vs Aire_KO,WT,Aire_KO,False
Nav2,0.9,0.09999999999999998,2.1972244884473358,0.00018021923,7.0346534e-05,0.0,0.25,1.214007,1.2221689,1.4358635,-3.75498,6.3348618,2.382646,0.74613035,0.6295078045572048,0.37314428690574564,1.6597993,0.52601594,False,WT vs Aire_KO,WT,Aire_KO,False
Tmem135,0.9002,0.0998,2.1994486884496607,2.4822371e-05,9.395271e-06,0.0,0.25,1.2134569,1.1416469,1.0765053,-1.9476585,6.1606674,0.30506098,0.093911566,0.22402966329765717,0.08407005838198456,0.2010043,0.06188892,False,WT vs Aire_KO,WT,Aire_KO,False
Trio,0.8992,0.1008,2.1883670354168103,6.945672e-05,2.742048e-05,0.0,0.25,1.2133791,1.1741533,1.0849824,-2.463807,5.6590796,0.9338063,0.31509352,0.4743735422522982,0.23769808173477391,0.63442814,0.21917525,False,WT vs Aire_KO,WT,Aire_KO,False
Tekt5,0.9212,0.07879999999999998,2.4587640550345577,3.8030812e-05,1.7713366e-05,0.0,0.25,1.2129362,1.2881384,2.0082123,-5.2738094,7.584798,0.36528823,0.10508755,0.15070868967166817,0.05337781484570487,0.22325464,0.07240857,False,WT vs Aire_KO,WT,Aire_KO,True
Itpkc,0.9154,0.08460000000000001,2.3814267543282472,2.7183756e-05,1.0988635e-05,0.0,0.25,1.2121578,1.2742243,1.3466558,-3.7343025,5.8399534,0.36104098,0.12293557,0.2332994438131778,0.1015846538782309,0.24397197,0.088908516,False,WT vs Aire_KO,WT,Aire_KO,False
Klf3,0.9214,0.0786,2.4615224366932504,8.1227794e-05,3.6076028e-05,0.0,0.25,1.2120694,1.34831,1.7191281,-4.7508717,5.483447,1.1332229,0.3607985,0.4596016984630492,0.1889908256880698,0.75545865,0.26460174,False,WT vs Aire_KO,WT,Aire_KO,False
Asxl1,0.9084,0.09160000000000001,2.2942534403893853,4.433675e-05,1.7627823e-05,0.0,0.25,1.2117743,1.1537952,0.9522389,-2.4919567,4.462327,0.6721885,0.2075051,0.3846659888762921,0.1658048373644675,0.4323893,0.14101261,False,WT vs Aire_KO,WT,Aire_KO,False
Bcl6,0.9116,0.08840000000000003,2.3333292255754894,3.545673e-05,1.4276519e-05,0.0,0.25,1.211688,1.1938572,1.5360167,-3.7321043,5.974946,0.40320733,0.12477047,0.23993780276300225,0.10025020850708832,0.29374522,0.09530968,False,WT vs Aire_KO,WT,Aire_KO,False
Ly6k,0.9084,0.09160000000000001,2.2942534403893853,5.7317102e-05,2.0099824e-05,0.0,0.25,1.2112392,1.2315798,1.66603,-7.5135794,8.435758,0.5686835,0.054712296,0.14060163865797148,0.02101751459549621,0.35744902,0.03521149,False,WT vs Aire_KO,WT,Aire_KO,False
Lgals1,0.922,0.07799999999999996,2.4698362795078697,8.947804e-05,4.5422275e-05,0.0,0.25,1.2106603,1.4067831,2.1010618,-8.625263,7.303157,0.9969289,0.66372216,0.2614078105376597,0.1844870725604636,0.66783327,0.3764954,False,WT vs Aire_KO,WT,Aire_KO,False
Abcb1b,0.8954,0.10460000000000003,2.1471269097419454,2.9393106e-05,1.1894e-05,0.0,0.25,1.2100344,1.176086,1.3882294,-4.5075665,6.364539,0.21254443,0.1359463,0.10956282518987695,0.10125104253544526,0.124521986,0.07808913,False,WT vs Aire_KO,WT,Aire_KO,False
Setd7,0.9066,0.09340000000000004,2.272809897235799,3.6030484e-05,1.5339778e-05,0.0,0.25,1.2097979,1.271616,1.5060697,-3.980112,6.0667505,0.42569092,0.14128411,0.2639794270677719,0.10492076730608735,0.29581174,0.09662076,False,WT vs Aire_KO,WT,Aire_KO,False
Rnase4,0.921,0.07899999999999996,2.456012068063779,7.6083794e-05,3.3315464e-05,0.0,0.25,1.2095526,1.2467012,2.228185,-6.7294064,7.957412,0.6934915,0.13127598,0.23228275820824973,0.05604670558799014,0.47110444,0.104842804,False,WT vs Aire_KO,WT,Aire_KO,False
Krt84,0.948,0.052000000000000046,2.903110601914443,1.7005368e-05,5.379351e-06,0.0,0.25,1.2070645,1.3040915,3.1802232,-10.234541,13.418521,0.2517779,0.010175142,0.060881526224508736,0.006171809841534616,0.14433837,0.0086408155,True,WT vs Aire_KO,WT,Aire_KO,True
Spats2l,0.9128,0.08720000000000006,2.3483123639093413,0.00011472143,5.5633987e-05,0.0,0.25,1.2061375,1.2241354,1.8022966,-5.22077,6.410926,1.4061214,0.4727241,0.500328927695756,0.23803169307755956,0.95947665,0.37187144,False,WT vs Aire_KO,WT,Aire_KO,False
Cntnap2,0.8872,0.11280000000000001,2.062454019591136,7.8203586e-05,1.3013212e-05,0.0,0.25,1.2058816,0.7517557,2.3624995,-5.376789,9.648796,1.2295525,0.14828987,0.22103941151845696,0.10575479566305146,0.77737725,0.10116846,False,WT vs Aire_KO,WT,Aire_KO,True
Pcdh15,0.8914,0.10860000000000003,2.1051217721499014,4.6306606e-05,1.4892753e-05,0.0,0.25,1.203164,1.0904632,1.6803256,-3.8863077,8.418911,0.41833872,0.16730566,0.14191734944081957,0.11559633027522798,0.22765075,0.0982281,False,WT vs Aire_KO,WT,Aire_KO,True
Gls,0.9122,0.08779999999999999,2.340797660703828,0.00013760186,5.8781337e-05,0.0,0.25,1.2022346,1.1723843,0.95449096,-2.4118376,4.961191,2.2241328,0.9031024,0.7004365767598336,0.4687239366138328,1.4014432,0.577666,False,WT vs Aire_KO,WT,Aire_KO,False
Zhx2,0.884,0.11599999999999999,2.030866796636603,3.8069196e-05,1.2764212e-05,0.0,0.25,1.2015853,1.0852189,1.5537732,-3.0208836,6.47762,0.44184598,0.11426165,0.27695711978950077,0.10108423686405243,0.32590222,0.086876385,False,WT vs Aire_KO,WT,Aire_KO,False
Man1a,0.8894,0.11060000000000003,2.0846269098159875,9.046087e-05,3.0651958e-05,0.0,0.25,1.2004999,1.0784864,1.710101,-4.9634275,7.195222,1.0261619,0.3217661,0.37198732133248325,0.20483736447038792,0.76119053,0.23255965,False,WT vs Aire_KO,WT,Aire_KO,False
Pan3,0.89,0.10999999999999999,2.0907410172606378,6.840015e-05,2.6192194e-05,0.0,0.25,1.1997333,1.1217475,1.1059815,-1.8946104,5.8128777,0.98403484,0.34078127,0.5186890736200452,0.269557964970803,0.6636127,0.24250509,False,WT vs Aire_KO,WT,Aire_KO,False
Adgrl2,0.9046,0.09540000000000004,2.2494141848223137,8.95367e-05,3.6652218e-05,0.0,0.25,1.1992939,1.1824303,1.4899757,-4.360173,6.291046,1.0644358,0.34762064,0.45846540278695314,0.22402001668056248,0.7398768,0.25336865,False,WT vs Aire_KO,WT,Aire_KO,False
Flt1,0.9214,0.0786,2.4615224366932504,3.1930264e-05,1.30419285e-05,0.0,0.25,1.1977507,1.3005605,1.9243507,-6.949047,10.004463,0.35272905,0.08540454,0.12218168769809888,0.05304420350291921,0.21748544,0.067672804,False,WT vs Aire_KO,WT,Aire_KO,True
Tgfbr2,0.91,0.08999999999999997,2.3136348290585373,1.674929e-05,7.1403197e-06,0.0,0.25,1.1976689,1.1726141,1.8094516,-5.55663,7.282858,0.13713312,0.034361962,0.09227916990610378,0.02301918265221012,0.102520786,0.021439584,False,WT vs Aire_KO,WT,Aire_KO,False
Slc4a4,0.9252,0.07479999999999998,2.515191922495496,4.253081e-05,1.5856516e-05,0.0,0.25,1.1969354,1.2899332,2.0057902,-6.0703945,8.05517,0.2878393,0.11259383,0.12110519705758706,0.08090075062552093,0.18606031,0.07146741,False,WT vs Aire_KO,WT,Aire_KO,True
Golim4,0.8974,0.10260000000000002,2.168663674482634,4.591903e-05,1.894616e-05,0.0,0.25,1.1956558,1.1953206,1.2528938,-3.7971048,5.362589,0.47652736,0.14512052,0.2667304587046361,0.10875729774812226,0.31470507,0.08751199,False,WT vs Aire_KO,WT,Aire_KO,False
Ccl2,0.9336,0.06640000000000001,2.643350884598785,6.707425e-05,3.963202e-05,0.0,0.25,1.1951005,1.2759347,2.6306567,-8.086855,8.97407,0.8360689,0.30558777,0.08570061599186486,0.0358632193494578,0.53092057,0.22731711,False,WT vs Aire_KO,WT,Aire_KO,True
Arhgef38,0.9074,0.09260000000000002,2.282294128606873,4.5987126e-05,1.8114612e-05,0.0,0.25,1.1946352,1.0888853,2.0009933,-5.408208,8.621965,0.3945931,0.097080976,0.15322050116619634,0.0642201834862387,0.27485815,0.07595048,False,WT vs Aire_KO,WT,Aire_KO,True
Ptprk,0.8914,0.10860000000000003,2.1051217721499014,0.00013682514,4.0446732e-05,0.0,0.25,1.1931636,1.0333838,1.653795,-3.7937393,6.388363,1.8414483,0.4630485,0.574367561748753,0.32393661384486305,1.2682188,0.33979905,False,WT vs Aire_KO,WT,Aire_KO,False
Pecam1,0.9142,0.08579999999999999,2.366030253792143,1.9139397e-05,7.657395e-06,0.0,0.25,1.193163,1.1640949,1.6670488,-4.11613,7.070548,0.21284178,0.079232775,0.1208659769152511,0.0642201834862387,0.14459857,0.062286496,False,WT vs Aire_KO,WT,Aire_KO,False
Ubr1,0.9144,0.08560000000000001,2.368582723446614,3.7259786e-05,1.548985e-05,0.0,0.25,1.1927232,1.1866198,0.917901,-2.456253,4.6141653,0.49799863,0.19032435,0.32976496621017637,0.15896580483736178,0.33094153,0.13161334,False,WT vs Aire_KO,WT,Aire_KO,False
Krt80,0.9218,0.07820000000000005,2.4670585157062526,3.116446e-05,1.12704265e-05,0.0,0.25,1.1923491,1.1206317,2.2933328,-6.892514,8.73472,0.3698927,0.0433695,0.14490760122001978,0.023519599666388596,0.21893921,0.028983308,False,WT vs Aire_KO,WT,Aire_KO,True
Rdh12,0.9154,0.08460000000000001,2.3814267543282472,3.6422764e-05,1.4070258e-05,0.0,0.25,1.1909655,1.2020025,1.9977398,-7.5868425,7.90979,0.32438037,0.09541284,0.14442916093534774,0.05387823185988336,0.20211409,0.068368815,False,WT vs Aire_KO,WT,Aire_KO,False
Rsad2,0.9194,0.0806,2.4342225206667325,4.8392394e-05,2.1297534e-05,0.0,0.25,1.1906042,1.2419968,2.1362724,-7.087597,8.504928,0.6491199,0.1241034,0.16051671550744484,0.059216013344453894,0.39797857,0.0909008,False,WT vs Aire_KO,WT,Aire_KO,False
Vps13d,0.9006,0.09940000000000004,2.2039090047050345,6.841777e-05,3.0349851e-05,0.0,0.25,1.1903309,1.1623988,1.2007276,-3.7488518,6.0016003,0.9157579,0.34695303,0.4840021529813229,0.259216013344448,0.6063467,0.24571985,False,WT vs Aire_KO,WT,Aire_KO,False
Myo15b,0.9202,0.07979999999999998,2.4450674188195327,5.3898388e-05,2.3635925e-05,0.0,0.25,1.1900799,1.2971721,1.9628955,-6.8209753,7.102582,0.5977442,0.17964919,0.25746067818911544,0.10842368640533662,0.40519178,0.14510356,False,WT vs Aire_KO,WT,Aire_KO,False
Rgma,0.912,0.08799999999999997,2.3383030729246803,1.715265e-05,5.791387e-06,0.0,0.25,1.1898485,1.0894508,1.9823815,-5.6571283,7.5417223,0.13880768,0.022685552,0.09903713892709468,0.018348623853210996,0.117033996,0.017742654,False,WT vs Aire_KO,WT,Aire_KO,False
Fn1,0.9116,0.08840000000000003,2.3333292255754894,7.2262206e-05,3.0192576e-05,0.0,0.25,1.1895736,1.218904,1.6592399,-4.890603,6.7425585,0.8279874,0.28123307,0.2493271933496909,0.14845704753961397,0.52773714,0.19585302,False,WT vs Aire_KO,WT,Aire_KO,False
Cadps2,0.891,0.10899999999999999,2.1009964647218955,0.00010563663,3.7214413e-05,0.0,0.25,1.187953,1.0455966,1.7554678,-4.8438635,8.800026,1.4581715,0.3332762,0.4182166138389184,0.1696413678065024,0.97636265,0.22895393,False,WT vs Aire_KO,WT,Aire_KO,False
Epb41l1,0.908,0.09199999999999997,2.289455703869823,3.9565297e-05,1.6643475e-05,0.0,0.25,1.1859889,1.1554422,1.5389932,-5.6613827,6.2639103,0.27635592,0.090241864,0.14735960767896394,0.05954962468723955,0.19461624,0.070642546,False,WT vs Aire_KO,WT,Aire_KO,False
Psapl1,0.9242,0.07579999999999998,2.5008300846818967,5.4284053e-05,2.5294668e-05,0.0,0.25,1.185982,1.1918144,2.7367804,-11.610596,11.005827,0.57101786,0.14045033,0.09843908857125477,0.025020850708924028,0.33128712,0.108568825,False,WT vs Aire_KO,WT,Aire_KO,True
Mgat5,0.9064,0.09360000000000002,2.2704502304253054,8.3611056e-05,3.579779e-05,0.0,0.25,1.1858168,1.1189656,1.8529475,-4.5134134,7.746583,1.0747237,0.3276042,0.42473536271757484,0.21984987489574193,0.71336466,0.24903606,False,WT vs Aire_KO,WT,Aire_KO,False
Tm4sf20,0.932,0.06799999999999995,2.6178249731802863,3.5152687e-05,1.3430934e-05,0.0,0.25,1.1854422,1.1745648,2.6869047,-8.8692465,12.983844,0.39949757,0.10725606,0.06094133126009273,0.028690575479566195,0.22423974,0.08634256,False,WT vs Aire_KO,WT,Aire_KO,True
Cbx6,0.9172,0.08279999999999998,2.404897379722344,4.6112455e-05,2.2274075e-05,0.0,0.25,1.1851625,1.2484412,1.3396707,-4.470742,5.2062225,0.5257429,0.19999915,0.3158303929191034,0.13561301084236665,0.35292912,0.13126895,False,WT vs Aire_KO,WT,Aire_KO,False
