Ensembl ID,Gene Symbol,Aire_pos_TEC (mean counts),Aire_ko_TEC (mean counts),Fold Change,FDR (BH)
ENSMUSG00000030075,Cntn3,23.03942545,4.834716565,0.209845362,0.000948244
ENSMUSG00000009876,Cox4i2,153.89404,32.30293854,0.209903766,5.68938E-06
ENSMUSG00000000197,Nalcn,422.1869642,88.66352024,0.210010085,8.64183E-19
ENSMUSG00000064137,Rhox8,43.19489059,9.072339788,0.210032707,0.002401863
ENSMUSG00000074896,Ifit3,253.5089463,53.2784986,0.210164175,2.28646E-05
ENSMUSG00000027386,Fbln7,43.21639526,9.091663066,0.210375322,2.03945E-06
ENSMUSG00000020099,Unc5b,1046.990255,220.4337007,0.210540356,5.53775E-36
ENSMUSG00000074004,B3gnt6,25.88575257,5.451133184,0.210584304,0.001813098
ENSMUSG00000048794,Ccdc37,31.6859302,6.683966422,0.210944302,0.000260954
ENSMUSG00000021219,Rgs6,83.40904983,17.60555607,0.211074891,3.82078E-08
ENSMUSG00000075297,H60b,20.16621748,4.256946501,0.211092958,0.002428508
ENSMUSG00000038188,Scarf1,63.38261274,13.38725612,0.211213384,1.06204E-06
ENSMUSG00000004032,Gstm5,247.5958691,52.29686797,0.211218661,1.87423E-17
ENSMUSG00000027748,Trpc4,8.65725709,1.82992658,0.211374869,0.072055544
ENSMUSG00000000318,Clec10a,14.38754453,3.04343654,0.211532728,0.070747625
ENSMUSG00000043461,1110032A04Rik,134.479083,28.4498526,0.211555968,9.48599E-11
ENSMUSG00000044405,Adig,51.3481909,10.86361981,0.211567723,0.000486926
ENSMUSG00000044317,Gpr4,45.53726093,9.669433129,0.212341123,0.00010888
ENSMUSG00000020020,Usp44,23.03942545,4.892686398,0.212361476,0.003253313
ENSMUSG00000001657,Hoxc8,62.82489427,13.34860957,0.212473252,7.32444E-07
ENSMUSG00000015405,Ace2,507.1885269,107.7705072,0.21248609,8.9111E-18
ENSMUSG00000022589,Cyp11b2,68.61969573,14.58144281,0.212496465,5.60134E-07
ENSMUSG00000085601,Gm4969,17.30376184,3.679176437,0.212622924,0.006989337
ENSMUSG00000025375,Aatk,244.2617137,52.02634208,0.212994256,1.74227E-13
ENSMUSG00000018479,1700125H20Rik,31.18197342,6.645319867,0.213114153,0.000288909
ENSMUSG00000040562,Gstm2,538.3328671,114.781041,0.213215741,2.98133E-28
ENSMUSG00000051439,Cd14,1276.640028,272.6339523,0.213555855,4.27673E-16
ENSMUSG00000020010,Vnn3,2151.472953,459.5512045,0.213598411,7.64134E-20
ENSMUSG00000041193,Pla2g5,144.4385399,30.8961958,0.213905484,8.06715E-12
ENSMUSG00000033207,Mamdc2,68.14799596,14.58144281,0.213967302,4.72457E-07
ENSMUSG00000059854,Hydin,685.644615,146.7380888,0.214014791,8.56298E-27
ENSMUSG00000021991,Cacna2d3,116.0921413,24.84796928,0.214036618,3.24559E-09
ENSMUSG00000071265,1700086L19Rik,34.09281457,7.300383042,0.2141326,0.00409047
ENSMUSG00000054200,O3far1,50.81735327,10.88294309,0.214158007,1.62371E-05
ENSMUSG00000047562,Mmp10,82.17674025,17.60555607,0.214240137,0.001007407
ENSMUSG00000042282,Gucy2f,39.81772583,8.53321628,0.214306973,3.47077E-05
ENSMUSG00000024207,Acsbg2,25.4140528,5.451133184,0.214492872,0.001012366
ENSMUSG00000062464,Gm9705,28.28726077,6.067549803,0.214497609,0.000552787
ENSMUSG00000007655,Cav1,127.102521,27.29431248,0.214742495,0.002912059
ENSMUSG00000004231,Pax2,231.5889309,49.73458511,0.214753723,5.0124E-10
ENSMUSG00000022421,Nptxr,70.09930906,15.06259648,0.214875106,0.000740358
ENSMUSG00000037780,Mbl1,34.03905288,7.319706319,0.215038484,0.000206349
ENSMUSG00000027562,Car2,512.3127103,110.2361736,0.215173607,1.62554E-09
ENSMUSG00000043496,Tril,39.35140223,8.475246447,0.215373429,7.93643E-05
ENSMUSG00000048498,Cd300e,204.8888068,44.1288657,0.215379583,3.48692E-08
ENSMUSG00000032023,4931429I11Rik,34.07130989,7.339029597,0.215402038,8.27409E-05
ENSMUSG00000056061,Gm14318,22.5300925,4.854039843,0.215446956,0.001769374
ENSMUSG00000030787,Lyve1,70.52262331,15.19785942,0.21550332,5.09939E-07
ENSMUSG00000029553,Tfec,19.64613219,4.237623223,0.215697583,0.061552037
ENSMUSG00000021879,Dnahc12,247.016646,53.37511499,0.216079021,1.95061E-15
ENSMUSG00000020159,Gabrp,1134.296555,245.1657303,0.216139006,1.18974E-16
ENSMUSG00000021364,Elovl2,513.3528809,111.0264998,0.216277153,2.92627E-21
ENSMUSG00000025978,Rftn2,50.31877266,10.88294309,0.216279979,0.000138307
ENSMUSG00000023926,Rhag,105.5857183,22.86345647,0.21653929,1.08994E-07
ENSMUSG00000042414,Prdm14,257.4639311,55.76348836,0.216587574,1.6791E-13
ENSMUSG00000000982,Ccl3,209.1502332,45.30372911,0.216608552,4.96267E-12
ENSMUSG00000001166,Oas1c,285.3923917,61.88900799,0.216855844,4.15807E-16
ENSMUSG00000029882,2210010C04Rik,30.71564982,6.664643145,0.216978745,0.000256188
ENSMUSG00000020019,Ntn4,108.4051646,23.53784293,0.217128428,4.5722E-11
ENSMUSG00000024049,Myom1,263.9024697,57.3615356,0.217358843,4.54999E-15
ENSMUSG00000017300,Tnnc2,30.65651196,6.664643145,0.217397307,0.006430495
ENSMUSG00000044006,Cilp2,114.6770419,24.94458567,0.21752031,5.69631E-09
ENSMUSG00000018211,Wfdc15b,52.76866637,11.49935971,0.217920226,6.84497E-06
ENSMUSG00000031410,Nxf7,153.5352397,33.45847867,0.217920516,6.00323E-05
ENSMUSG00000074577,Fam65c,244.6420186,53.33646843,0.218018428,2.43661E-09
ENSMUSG00000087236,Gm1305,16.77830039,3.65985316,0.218130149,0.029557709
ENSMUSG00000075402,Krt76,2830.09443,617.941311,0.218346534,7.61107E-41
ENSMUSG00000032766,Gng11,24.95848154,5.451133184,0.218408046,0.000382372
ENSMUSG00000049985,Ankrd55,52.70415235,11.51868299,0.218553614,0.0001241
ENSMUSG00000051910,Sox6,202.4926748,44.26412865,0.218596197,9.64499E-13
ENSMUSG00000046793,Gpr61,35.94735664,7.858829827,0.218620521,0.000142428
ENSMUSG00000027977,Ndst3,35.92585197,7.858829827,0.218751384,0.000987271
ENSMUSG00000073988,Ttpa,27.82093717,6.086873081,0.218787492,0.002705573
ENSMUSG00000042873,Lhfpl4,88.77516087,19.45480593,0.219146952,3.96496E-05
ENSMUSG00000034212,Ankmy1,165.933838,36.36665226,0.21916357,1.66148E-12
ENSMUSG00000078964,Ces1b,52.25933343,11.46071315,0.219304618,0.055128515
ENSMUSG00000032181,Scg3,55.22393626,12.11577633,0.219393566,0.000109953
ENSMUSG00000028785,Hpca,400.9590715,88.00845706,0.219494865,2.38918E-17
ENSMUSG00000044542,Prop1,11.03726062,2.427019921,0.219893324,0.032296271
ENSMUSG00000045174,Fam123c,13.91584475,3.062759818,0.220091548,0.013094609
ENSMUSG00000018595,Glra4,19.21744177,4.237623223,0.220509227,0.00381337
ENSMUSG00000028635,Edn2,180.4719152,39.81394937,0.220610222,1.84243E-11
ENSMUSG00000074449,Gm15319,33.0687725,7.300383042,0.220763654,0.000183015
ENSMUSG00000038257,Glra3,27.34386123,6.048226525,0.221191385,0.000875953
ENSMUSG00000022487,Gtsf1,76.70310585,16.96981617,0.221240274,0.01298607
ENSMUSG00000043036,Ccdc63,27.32773273,6.048226525,0.221321929,0.000721825
ENSMUSG00000058669,Nkx2-9,27.32773273,6.048226525,0.221321929,0.000745542
ENSMUSG00000037202,Prf1,49.40763013,10.94091292,0.221441767,1.11046E-05
ENSMUSG00000063796,Slc22a8,33.13866269,7.339029597,0.221464266,0.000256193
ENSMUSG00000006958,Chrd,153.0689161,33.92030906,0.22160155,0.000516366
ENSMUSG00000025961,4933402D24Rik,8.169428814,1.810603302,0.221631566,0.072837683
ENSMUSG00000092094,Zfp804b,11.03188445,2.446343199,0.221752069,0.028881273
ENSMUSG00000078776,9530053A07Rik,3329.28276,738.4459394,0.221803311,6.23475E-22
ENSMUSG00000059203,Il1rapl2,11.02650828,2.446343199,0.221860188,0.036466592
ENSMUSG00000021758,Ddx4,76.21527757,16.91184634,0.221895752,1.86472E-07
ENSMUSG00000042474,Faim3,35.49178537,7.878153105,0.221971169,0.012010651
ENSMUSG00000050783,Htr1f,8.153300309,1.810603302,0.222069988,0.066800697
ENSMUSG00000022469,Rapgef3,103.1627054,22.92142631,0.222187138,9.13889E-08
ENSMUSG00000028036,Ptgfr,8.142547972,1.810603302,0.222363234,0.074533899
ENSMUSG00000025889,Snca,373.7764953,83.11577066,0.222367569,1.56711E-16
ENSMUSG00000073418,C4b,449.4501829,100.0082937,0.222512522,1.28768E-10
ENSMUSG00000022818,Cyp2ab1,111.7178153,24.88661583,0.22276318,5.83238E-05
ENSMUSG00000040420,Cdh18,16.33885763,3.640529882,0.222814224,0.008255096
ENSMUSG00000044067,Gpr22,22.02613572,4.912009676,0.223008236,0.017874595
ENSMUSG00000020875,Hoxb9,275.0311252,61.36920776,0.2231355,3.91582E-14
ENSMUSG00000027661,Slc2a10,48.93055419,10.92158965,0.223205926,7.14729E-06
ENSMUSG00000031210,Gpr165,43.21101909,9.650109852,0.223325209,0.028047539
ENSMUSG00000064039,Ccr1l1,48.90367335,10.92158965,0.223328615,1.79832E-05
ENSMUSG00000020374,Rasgef1c,51.73387197,11.55732954,0.223399663,0.000859242
ENSMUSG00000032083,Apoa1,3342.877437,746.8245695,0.223407703,1.40021E-16
ENSMUSG00000029269,Sult1b1,128.0835538,28.6237621,0.223477264,7.04065E-09
ENSMUSG00000028610,Dmrtb1,57.00858814,12.75151623,0.22367711,2.7349E-05
ENSMUSG00000074653,Lrrc31,270.6299184,60.63685148,0.224058197,3.8859E-14
ENSMUSG00000078235,Fam43b,16.32810529,3.65985316,0.224144388,0.004632764
ENSMUSG00000054146,Krt15,1561.993384,350.1787936,0.224187117,4.65178E-17
ENSMUSG00000059539,Magea1,8.158676477,1.82992658,0.224292088,0.076385377
ENSMUSG00000003379,Cd79a,130.104757,29.20153217,0.224446306,0.000257716
ENSMUSG00000021478,Drd1a,18.69198031,4.198976668,0.224640546,0.004509489
ENSMUSG00000025197,Cyp2c44,43.11424806,9.688756407,0.224722843,0.000411877
ENSMUSG00000053007,Creb5,23.97744882,5.39316335,0.224926488,0.037491842
ENSMUSG00000020251,Glt8d2,78.72430914,17.72149573,0.225108304,2.89416E-08
ENSMUSG00000074882,Cyp2c68,24.03658667,5.412486628,0.225177006,0.008457765
ENSMUSG00000022991,Lalba,13.42801648,3.024113263,0.225209231,0.0187006
ENSMUSG00000021913,Ogdhl,196.719378,44.32209848,0.225306215,1.22233E-13
ENSMUSG00000029371,Cxcl5,314.8273464,70.9420245,0.225336285,1.83377E-15
ENSMUSG00000017969,Ptgis,56.17271197,12.67422311,0.225629539,0.001859959
ENSMUSG00000039385,Cdh6,72.50081726,16.37272283,0.225828114,0.000377941
ENSMUSG00000020542,Myocd,64.73319803,14.62008936,0.225851492,2.31645E-05
ENSMUSG00000053310,Nrgn,189.0485298,42.72212296,0.225984952,4.77363E-14
ENSMUSG00000029546,Uncx,185.5584655,41.93372511,0.225986591,5.88642E-11
ENSMUSG00000022829,Stxbp5l,354.4515301,80.22499208,0.226335578,1.81244E-10
ENSMUSG00000021640,Naip1,329.2310194,74.54390783,0.22641824,6.973E-15
ENSMUSG00000022324,Matn2,85.41950079,19.37751281,0.22685116,3.09954E-08
ENSMUSG00000022861,Dgkg,184.2186325,41.81778545,0.227000846,1.37157E-10
ENSMUSG00000022054,Nefm,922.3214992,209.4734645,0.227115452,3.57151E-30
ENSMUSG00000078575,Gm12887,15.85102935,3.601883326,0.227233402,0.00912567
ENSMUSG00000060445,Sycp2,184.1971279,41.856432,0.227237159,1.79887E-11
ENSMUSG00000026147,Col9a1,594.6923419,135.161436,0.227279597,1.64138E-24
ENSMUSG00000060615,Ang4,1599.660878,363.745744,0.227389285,1.76995E-16
ENSMUSG00000028664,Ephb2,246.5825794,56.16734892,0.227783119,1.79302E-14
ENSMUSG00000009596,Taf7l,13.43339265,3.062759818,0.227996002,0.016385418
ENSMUSG00000079262,Slco1a6,69.107524,15.75630621,0.227996972,1.82972E-06
ENSMUSG00000006221,Hspb7,132.4525036,30.20248607,0.22802503,4.23421E-09
ENSMUSG00000068615,Gjd2,153.5083589,35.01787936,0.228117085,6.27693E-10
ENSMUSG00000024935,Slc1a1,216.9286048,49.56067561,0.228465378,4.49295E-09
ENSMUSG00000046093,Hpcal4,111.326758,25.44506262,0.228561965,4.42632E-10
ENSMUSG00000004296,Il12b,302.5886301,69.26668414,0.228913704,8.98272E-15
ENSMUSG00000033544,Angptl1,37.43234614,8.571862836,0.228996142,7.84862E-05
ENSMUSG00000056306,6030405A18Rik,26.37895702,6.048226525,0.229282246,0.000447801
ENSMUSG00000040170,Fmo2,1754.169204,403.8089677,0.230199554,7.34843E-34
ENSMUSG00000078591,Hs3st4,39.82847817,9.168956177,0.23021106,0.006685786
ENSMUSG00000061540,Orm2,163.0767585,37.56083895,0.230326132,1.02157E-07
ENSMUSG00000038591,Colec10,66.19668285,15.25582926,0.230462141,1.31397E-06
ENSMUSG00000002831,Plin4,81.53837926,18.81906603,0.230800099,4.33418E-07
ENSMUSG00000026043,Col3a1,396.8858109,91.62966367,0.230871604,1.18745E-07
ENSMUSG00000051257,Trap1a,15.84565318,3.65985316,0.230968905,0.009858238
ENSMUSG00000049548,Krt82,268.1477677,62.04166594,0.231371182,2.53766E-12
ENSMUSG00000031737,Irx5,28.78584139,6.664643145,0.231525042,0.0040919
ENSMUSG00000054582,Pabpc1l,28.76433671,6.664643145,0.231698134,0.004999515
ENSMUSG00000013353,4931406B18Rik,52.2808381,12.11577633,0.231744111,1.72247E-05
ENSMUSG00000037653,Kctd8,18.23640905,4.237623223,0.232371582,0.00406889
ENSMUSG00000069044,Usp9y,18.23640905,4.237623223,0.232371582,0.007274472
ENSMUSG00000027875,Hmgcs2,775.5405889,180.2332858,0.232396974,6.20952E-21
ENSMUSG00000022518,4930562C15Rik,23.53262989,5.470456462,0.232462606,0.002193156
ENSMUSG00000015787,Abo,105.0548806,24.42478544,0.232495485,5.2352E-08
ENSMUSG00000037797,Adh4,130.040243,30.24113263,0.232552108,1.06143E-08
ENSMUSG00000073568,Gm949,39.30301672,9.149632899,0.232797217,0.003786617
ENSMUSG00000022548,Apod,2939.446968,685.2466622,0.233120947,1.04308E-13
ENSMUSG00000091618,H60c,7.681600538,1.791280024,0.233190989,0.096143253
ENSMUSG00000071235,Vrtn,194.8056981,45.55493172,0.233848045,1.39515E-10
ENSMUSG00000027483,Bpifa1,5780.371794,1351.850096,0.233869056,2.00953E-12
ENSMUSG00000006311,Etv2,54.21064653,12.69354639,0.234152278,0.000119808
ENSMUSG00000018339,Gpx3,6731.53009,1578.026707,0.234423183,2.75794E-05
ENSMUSG00000037362,Nov,594.4303127,139.4570291,0.234606187,2.90818E-18
ENSMUSG00000072952,Gm5878,18.18802353,4.276269779,0.235114595,0.010043277
ENSMUSG00000039391,Ccdc81,141.5653319,33.28456917,0.235118081,1.35849E-08
ENSMUSG00000032274,Cyp19a1,80.10715144,18.83838931,0.235164888,4.39029E-07
ENSMUSG00000022780,Mfi2,1470.827467,346.3682107,0.235492074,4.03804E-15
ENSMUSG00000050232,Cxcr3,7.686976707,1.810603302,0.235541666,0.096591974
ENSMUSG00000050063,Klk6,1154.356652,272.1895169,0.235793259,8.5813E-07
ENSMUSG00000044164,Rnf182,30.69952131,7.242413208,0.235912903,0.000354435
ENSMUSG00000040164,Kcns1,59.04591994,13.94570291,0.236184023,9.13167E-05
ENSMUSG00000024600,Slc27a6,28.28726077,6.683966422,0.236288924,0.000190096
ENSMUSG00000041817,Fam169a,118.0595829,27.91072909,0.236412229,1.77313E-09
ENSMUSG00000047502,Heatr8,331.069433,78.2810541,0.236449054,2.93554E-14
ENSMUSG00000064179,Tnnt1,136.1992209,32.20632215,0.236464805,2.55983E-09
ENSMUSG00000029618,Ocm,187.0380788,44.24480537,0.236555068,1.56966E-09
ENSMUSG00000038403,Hfe2,20.60028407,4.87336312,0.236567763,0.032956652
ENSMUSG00000048699,4732456N10Rik,286.4218099,67.76332502,0.236585772,6.47024E-13
ENSMUSG00000053279,Aldh1a1,189.0431536,44.74528232,0.236693482,2.37542E-12
ENSMUSG00000016763,Scube1,546.0413485,129.3064423,0.236807052,2.97957E-13
ENSMUSG00000063133,Klk1b1,436.7788031,103.4555908,0.236860374,3.79301E-11
ENSMUSG00000031099,Smarca1,160.7881499,38.19657884,0.23755842,1.81916E-13
ENSMUSG00000031845,Bcmo1,285.499915,67.84061813,0.237620449,3.25443E-13
ENSMUSG00000063522,2010109I03Rik,810.672171,193.0640234,0.238153017,6.2496E-14
ENSMUSG00000039103,Nexn,53.70131358,12.79016278,0.238172252,1.39108E-06
ENSMUSG00000025380,Fscn2,50.39941519,12.01915994,0.238478163,2.76066E-05
ENSMUSG00000067399,Trim43a,65.73035925,15.69833638,0.23882931,3.48078E-06
ENSMUSG00000030428,Ttyh1,238.5314263,56.97699832,0.238865793,2.84597E-12
ENSMUSG00000092043,Gm5494,10.06698023,2.407696643,0.239167713,0.049829026
ENSMUSG00000050747,Trim15,251.4393575,60.13637452,0.239168502,6.32737E-12
ENSMUSG00000026674,Ddr2,66.14829734,15.83359932,0.239365183,1.66215E-06
ENSMUSG00000006538,Ihh,212.6080405,50.94809507,0.239633905,9.212E-07
ENSMUSG00000034532,Fbxo16,30.69414514,7.358352875,0.239731481,0.000289695
ENSMUSG00000036570,Fxyd1,43.1411289,10.34381958,0.239767012,0.001594626
ENSMUSG00000026841,Fibcd1,410.7532701,98.62087426,0.2400976,3.47326E-15
ENSMUSG00000031772,Cntnap4,27.815561,6.683966422,0.240295942,0.000182971
ENSMUSG00000029086,Prom1,970.4269295,233.2045402,0.240311283,2.6902E-28
ENSMUSG00000006389,Mpl,25.46781449,6.125519637,0.240520035,0.00413218
ENSMUSG00000037921,Ddx60,459.416419,110.6226392,0.240789477,0.000489527
ENSMUSG00000025746,Il6,17.75933311,4.276269779,0.240789998,0.024278139
ENSMUSG00000044787,4933400C05Rik,10.07773257,2.427019921,0.240829959,0.052959293
ENSMUSG00000020155,Kcnmb1,90.69421696,21.86250257,0.241057295,9.01256E-08
ENSMUSG00000073594,Gm10545,10.06698023,2.427019921,0.241087185,0.054888439
ENSMUSG00000039577,Nphp4,150.6566556,36.38597554,0.241515885,1.15458E-08
ENSMUSG00000036905,C1qb,744.7120396,179.9472932,0.241633388,4.59404E-07
ENSMUSG00000032110,Acrv1,85.85356738,20.745609,0.241639452,5.44024E-07
ENSMUSG00000029483,Tmem132b,57.60931595,13.92637963,0.241738327,1.04746E-05
ENSMUSG00000030579,Tyrobp,84.89403933,20.53305294,0.241866839,4.43227E-07
ENSMUSG00000028033,Kcnq5,170.2866593,41.20136883,0.241953004,7.51876E-10
ENSMUSG00000079110,Capn3,366.0465092,88.56690385,0.24195533,4.02623E-16
ENSMUSG00000086564,Cd101,119.9947675,29.06626922,0.242229472,3.09877E-08
ENSMUSG00000054191,Klf1,62.80876577,15.2171827,0.242278009,6.46218E-06
ENSMUSG00000025422,Agap2,102.1655442,24.77067616,0.242456264,2.76026E-08
ENSMUSG00000022382,Wnt7b,306.5557704,74.42796816,0.242787693,8.42678E-14
ENSMUSG00000051729,Gm5087,37.44309848,9.091663066,0.242812786,0.000210167
ENSMUSG00000022445,Cyp2d26,109.3485641,26.56195619,0.242910882,8.11208E-06
ENSMUSG00000038656,Cyp3a16,84.92629635,20.62966933,0.242912622,9.5811E-07
ENSMUSG00000070330,Cldn27,17.27150483,4.198976668,0.243115855,0.01056969
ENSMUSG00000041323,Ak7,204.4816211,49.73458511,0.243222764,2.27326E-05
ENSMUSG00000054951,9130008F23Rik,133.9321169,32.61018271,0.243482919,2.45784E-09
ENSMUSG00000029679,Hyal6,20.17159365,4.912009676,0.243511235,0.004355969
ENSMUSG00000039476,Prrx2,37.45922698,9.130309621,0.243739937,0.000297095
ENSMUSG00000049872,Fam26e,17.29838567,4.218299945,0.243855122,0.009398109
ENSMUSG00000038457,Fam70b,94.0391247,22.94074959,0.243948991,3.93275E-07
ENSMUSG00000041144,Dnahc7b,511.4499533,124.9142328,0.244235496,2.42293E-20
ENSMUSG00000031654,Cbln1,64.26149826,15.71765965,0.244589063,8.03361E-06
ENSMUSG00000038738,Shank1,200.6650135,49.17613832,0.245065831,8.59584E-07
ENSMUSG00000006345,Ggt1,411.1604559,100.875913,0.245344394,5.39265E-14
ENSMUSG00000026959,Grin1,860.5783818,211.2454213,0.245469124,1.20895E-12
ENSMUSG00000073764,Gm12888,51.83601917,12.73219295,0.245624436,1.78904E-05
ENSMUSG00000070385,Ampd1,266.2394639,65.45224476,0.245839756,1.21514E-12
ENSMUSG00000038541,Srd5a2,24.43302008,6.00957997,0.245961406,0.005757867
ENSMUSG00000036800,Fam135b,102.7178865,25.27115312,0.246024855,9.32636E-08
ENSMUSG00000022296,Baalc,39.29226438,9.669433129,0.246089995,0.037695714
ENSMUSG00000030162,Olr1,98.83138876,24.34749232,0.246353842,9.48061E-08
ENSMUSG00000053765,Oas1f,891.659611,219.7013444,0.246395981,4.44727E-12
ENSMUSG00000075588,Hoxb2,59.50686737,14.67805919,0.246661601,3.54587E-06
ENSMUSG00000029586,4933411G11Rik,19.6622607,4.854039843,0.246870892,0.005558399
ENSMUSG00000062073,Gm10109,26.87753763,6.645319867,0.24724437,0.002134313
ENSMUSG00000073130,Gm1141,43.70422354,10.80564998,0.247244982,8.56886E-05
ENSMUSG00000036036,Zfp57,58.51508232,14.48482642,0.24754005,4.35783E-07
ENSMUSG00000054757,Akr1c20,17.26612866,4.276269779,0.247668129,0.013520853
ENSMUSG00000006567,Atp7b,220.257384,54.56930167,0.247752428,1.35313E-18
ENSMUSG00000047330,Kcne4,34.03905288,8.436599891,0.247850606,0.002171755
ENSMUSG00000036528,Ppfibp2,532.8914897,132.1759693,0.248035429,1.08551E-19
ENSMUSG00000021255,Esrrb,222.459974,55.22436485,0.24824405,6.7092E-12
ENSMUSG00000036790,Slitrk2,60.89508584,15.13988959,0.248622518,8.0025E-06
ENSMUSG00000004872,Pax3,109.8041354,27.31363575,0.248748698,5.3989E-08
ENSMUSG00000034324,Tmem132c,75.33639205,18.7610962,0.249030989,8.54985E-07
ENSMUSG00000034452,Slc24a1,441.3667728,110.0062226,0.249239928,4.81863E-17
ENSMUSG00000078650,G6pc,267.3441485,66.64643145,0.249290781,3.17273E-08
ENSMUSG00000091415,Akd1,75.33101588,18.78041947,0.249305273,5.86086E-07
ENSMUSG00000060613,Cyp2c70,19.21744177,4.796070009,0.249568599,0.007611068
ENSMUSG00000026814,Eng,113.6798807,28.37255949,0.249582946,0.000165278
ENSMUSG00000024232,Bambi,301.2541733,75.198971,0.249619682,1.91617E-15
ENSMUSG00000048031,Fcrl5,16.78905273,4.198976668,0.25010206,0.013701739
ENSMUSG00000067795,4930444P10Rik,26.85603296,6.722612978,0.250320402,0.026599094
ENSMUSG00000073052,D130052B06Rik,58.49895381,14.65873592,0.250581164,2.07414E-05
ENSMUSG00000055322,Tns1,1671.716876,419.642567,0.251024903,6.47934E-42
ENSMUSG00000020793,Galr2,50.4478007,12.67422311,0.251234403,9.157E-07
ENSMUSG00000037610,Kcnmb2,139.7054137,35.13381902,0.251485022,4.60468E-09
ENSMUSG00000031779,Ccl22,8146.868785,2049.253109,0.25153874,4.80437E-51
ENSMUSG00000030208,Emp1,274.5271684,69.09277464,0.251679187,2.50706E-17
ENSMUSG00000020911,Krt19,3042.867729,765.9064483,0.251705469,4.27779E-10
ENSMUSG00000042262,Ccr8,33.59423396,8.455923169,0.251707575,0.000709907
ENSMUSG00000050150,Nhedc1,12.007541,3.024113263,0.251851171,0.037569049
ENSMUSG00000030525,Chrna7,26.38433319,6.645319867,0.251866129,0.001337805
ENSMUSG00000040612,Ildr2,53.21886147,13.4065794,0.251914059,1.75273E-05
ENSMUSG00000029544,Cabp1,41.21132047,10.38246614,0.251932382,0.000300226
ENSMUSG00000021534,1700001L19Rik,72.46856025,18.26061924,0.251979882,0.002215134
ENSMUSG00000073043,Atoh1,19.17980859,4.834716565,0.252073244,0.007648621
ENSMUSG00000043144,Aqp6,110.8604344,27.94937565,0.252113171,8.19932E-08
ENSMUSG00000003477,Inmt,98.35968899,24.80932272,0.252230593,0.000264709
ENSMUSG00000021718,4933425L06Rik,16.77830039,4.237623223,0.252565702,0.013371308
ENSMUSG00000081225,Cyp2j12,38.43488353,9.708079685,0.25258512,0.000329656
ENSMUSG00000025650,Col7a1,1439.336482,364.2268977,0.253051946,3.68094E-11
ENSMUSG00000021719,Rgs7bp,271.0747373,68.63094425,0.253180894,2.93316E-12
ENSMUSG00000002384,Bmp8b,35.97961365,9.130309621,0.253763415,0.002176187
ENSMUSG00000074968,Ano3,157.3841043,39.96853559,0.253955352,1.17919E-09
ENSMUSG00000016995,Matn4,83.0502496,21.09149973,0.253960702,2.15603E-07
ENSMUSG00000050370,Ch25h,155.524186,39.50670519,0.254022903,0.045382506
ENSMUSG00000044708,Kcnj10,64.27225059,16.33407627,0.254138857,0.000268258
ENSMUSG00000020963,Tshr,83.94526362,21.34270234,0.254245462,1.12881E-06
ENSMUSG00000028024,Enpep,937.6148101,239.0614622,0.254967669,1.40806E-36
ENSMUSG00000022454,Nell2,126.2989019,32.24496871,0.255306802,2.85623E-13
ENSMUSG00000036216,Leap2,9.579151957,2.446343199,0.255382022,0.063192866
ENSMUSG00000003484,Cyp4f18,168.8016698,43.1279118,0.25549458,4.00074E-07
ENSMUSG00000025056,Nr0b1,83.02336876,21.22676267,0.255672144,0.000202206
ENSMUSG00000086056,Gm4846,25.90188108,6.625996589,0.255811405,0.002663723
ENSMUSG00000013367,Iglon5,601.3459273,153.9611788,0.25602764,7.60757E-13
ENSMUSG00000026921,Egfl7,75.83497266,19.41615937,0.256031732,2.40342E-06
ENSMUSG00000037106,Fer1l6,580.3008243,148.6047337,0.256082238,8.94714E-19
ENSMUSG00000056035,Cyp3a11,108.9521307,27.91072909,0.256174238,2.11201E-07
ENSMUSG00000022425,Enpp2,1998.675416,512.9475711,0.256643759,1.33602E-35
ENSMUSG00000031489,Adrb3,47.52083105,12.231716,0.257396929,7.40976E-05
ENSMUSG00000054537,Tmprss11e,37.44847465,9.650109852,0.257690332,0.000272889
ENSMUSG00000030963,Umod,349.2251995,89.99296986,0.257693231,6.52149E-15
ENSMUSG00000025491,Ifitm1,422.6532878,109.1386033,0.258222535,1.84043E-12
ENSMUSG00000000690,Hoxb6,61.37753795,15.8529226,0.258285411,1.11705E-05
ENSMUSG00000020312,Shc2,134.3715597,34.71063518,0.258318317,1.39107E-08
ENSMUSG00000023092,Fhl1,474.5108116,122.6978407,0.258577545,1.49685E-20
ENSMUSG00000025900,Rp1,44.13829013,11.4220666,0.258779091,0.000126162
ENSMUSG00000020912,Krt12,403.977436,104.6304542,0.259000738,5.71894E-15
ENSMUSG00000046634,Pkd1l1,339.662176,88.04710362,0.25921963,1.35226E-09
ENSMUSG00000064330,Pde6h,302.1223065,78.33902393,0.25929573,1.79553E-12
ENSMUSG00000050545,A830093I24Rik,18.70273265,4.854039843,0.259536397,0.007153939
ENSMUSG00000027208,Fgf7,51.32131005,13.32928629,0.259722253,4.39564E-05
ENSMUSG00000028859,Csf3r,88.74290386,23.05668925,0.259814456,8.55274E-07
ENSMUSG00000026809,1700026L06Rik,21.11499319,5.48977974,0.259994388,0.072582246
ENSMUSG00000042425,Frmpd3,25.43555748,6.625996589,0.260501331,0.003067285
