Gene Symbol,Ensembl ID,GNF GeneAtlas
Banf2,ENSMUSG00000037307,TRE
Phf16,ENSMUSG00000037315,TRE
Traf3ip3,ENSMUSG00000037318,TRE
Bbs7,ENSMUSG00000037325,TRE
Hand1,ENSMUSG00000037335,TRE
Mfsd2b,ENSMUSG00000037336,TRE
Map4k1,ENSMUSG00000037337,TRE
Hrh4,ENSMUSG00000037346,TRE
Chst7,ENSMUSG00000037347,TRE
Letmd1,ENSMUSG00000037353,TRE
Nov,ENSMUSG00000037362,TRE
Letm2,ENSMUSG00000037363,TRE
Enpp1,ENSMUSG00000037370,TRE
Hhat,ENSMUSG00000037375,TRE
Spon2,ENSMUSG00000037379,TRE
Muc3,ENSMUSG00000037390,TRE
Htra4,ENSMUSG00000037406,TRE
Cnnm4,ENSMUSG00000037408,TRE
Serpine1,ENSMUSG00000037411,TRE
Best1,ENSMUSG00000037418,TRE
Vgf,ENSMUSG00000037428,TRE
Adam32,ENSMUSG00000037437,TRE
Tulp1,ENSMUSG00000037446,TRE
Arid5a,ENSMUSG00000037447,TRE
Fbxo27,ENSMUSG00000037463,TRE
Dtl,ENSMUSG00000037474,TRE
Erv3,ENSMUSG00000037482,TRE
Zmat4,ENSMUSG00000037492,TRE
Cib2,ENSMUSG00000037493,TRE
Prss40,ENSMUSG00000037529,TRE
Shank2,ENSMUSG00000037541,TRE
Aldh8a1,ENSMUSG00000037542,TRE
Dlgap5,ENSMUSG00000037544,TRE
H2-DMb2,ENSMUSG00000037548,TRE
Vash2,ENSMUSG00000037568,TRE
Wdhd1,ENSMUSG00000037572,TRE
Ephx3,ENSMUSG00000037577,TRE
Pkd2l1,ENSMUSG00000037578,TRE
Kcnh3,ENSMUSG00000037579,TRE
Gch1,ENSMUSG00000037580,TRE
Nr0b2,ENSMUSG00000037583,TRE
BC030499,ENSMUSG00000037593,TRE
BC022687,ENSMUSG00000037594,TRE
Lphn3,ENSMUSG00000037605,TRE
Kcnmb2,ENSMUSG00000037610,TRE
Tnfrsf23,ENSMUSG00000037613,TRE
Spag1,ENSMUSG00000037617,TRE
Atoh8,ENSMUSG00000037621,TRE
Wdtc1,ENSMUSG00000037622,TRE
Kcnk2,ENSMUSG00000037624,TRE
Cldn11,ENSMUSG00000037625,TRE
Cdkn3,ENSMUSG00000037628,TRE
H2-DMa,ENSMUSG00000037649,TRE
Kctd8,ENSMUSG00000037653,TRE
Gpr160,ENSMUSG00000037661,TRE
Armc3,ENSMUSG00000037683,TRE
Aspg,ENSMUSG00000037686,TRE
1700090G07Rik,ENSMUSG00000037689,TRE
Ahdc1,ENSMUSG00000037692,TRE
Ddhd1,ENSMUSG00000037697,TRE
Prosapip1,ENSMUSG00000037703,TRE
BC061194,ENSMUSG00000037708,TRE
Ccdc33,ENSMUSG00000037716,TRE
Avp,ENSMUSG00000037727,TRE
BC013712,ENSMUSG00000037731,TRE
Arpm1,ENSMUSG00000037737,TRE
Phyhipl,ENSMUSG00000037747,TRE
Xkr8,ENSMUSG00000037752,TRE
Slc16a9,ENSMUSG00000037762,TRE
Slc32a1,ENSMUSG00000037771,TRE
Mbl1,ENSMUSG00000037780,TRE
Adh4,ENSMUSG00000037797,TRE
Mat1a,ENSMUSG00000037798,TRE
Iqch,ENSMUSG00000037801,TRE
Vstm2l,ENSMUSG00000037843,TRE
Rtkn2,ENSMUSG00000037846,TRE
BC016495,ENSMUSG00000037847,TRE
Zfp365,ENSMUSG00000037855,TRE
Aim2,ENSMUSG00000037860,TRE
1700017G19Rik,ENSMUSG00000037884,TRE
Stk35,ENSMUSG00000037885,TRE
Pcdh18,ENSMUSG00000037892,TRE
Ankrd9,ENSMUSG00000037904,TRE
Ankrd13b,ENSMUSG00000037907,TRE
1700018B24Rik,ENSMUSG00000037910,TRE
Bank1,ENSMUSG00000037922,TRE
Inpp4b,ENSMUSG00000037940,TRE
Crp,ENSMUSG00000037942,TRE
Ccr7,ENSMUSG00000037944,TRE
A4gnt,ENSMUSG00000037953,TRE
Muc5ac,ENSMUSG00000037974,TRE
Ccdc92,ENSMUSG00000037979,TRE
Neurod6,ENSMUSG00000037984,TRE
Sh3rf3,ENSMUSG00000037990,TRE
Nhedc2,ENSMUSG00000037994,TRE
Igsf9,ENSMUSG00000037995,TRE
Slc24a2,ENSMUSG00000037996,TRE
Acer2,ENSMUSG00000038007,TRE
Dnajc22,ENSMUSG00000038009,TRE
Prm2,ENSMUSG00000038015,TRE
Fam188b,ENSMUSG00000038022,TRE
Kcnj9,ENSMUSG00000038026,TRE
Socs1,ENSMUSG00000038037,TRE
Ptpdc1,ENSMUSG00000038042,TRE
Cct8l1,ENSMUSG00000038044,TRE
Dbil5,ENSMUSG00000038057,TRE
Cldn22,ENSMUSG00000038064,TRE
Npy6r,ENSMUSG00000038071,TRE
Galnt11,ENSMUSG00000038072,TRE
Fkbp14,ENSMUSG00000038074,TRE
Hspb2,ENSMUSG00000038086,TRE
Hsd3b5,ENSMUSG00000038092,TRE
Cdon,ENSMUSG00000038119,TRE
Camk4,ENSMUSG00000038128,TRE
Rbm24,ENSMUSG00000038132,TRE
Crygn,ENSMUSG00000038135,TRE
Cldn16,ENSMUSG00000038148,TRE
5033430I15Rik,ENSMUSG00000038152,TRE
Leprel1,ENSMUSG00000038168,TRE
Enpp6,ENSMUSG00000038173,TRE
Slamf7,ENSMUSG00000038179,TRE
Spag4,ENSMUSG00000038180,TRE
Chpf2,ENSMUSG00000038181,TRE
Hand2,ENSMUSG00000038193,TRE
Lhb,ENSMUSG00000038194,TRE
Rilp,ENSMUSG00000038195,TRE
Kcna7,ENSMUSG00000038201,TRE
Asb10,ENSMUSG00000038204,TRE
Itln1,ENSMUSG00000038209,TRE
Hoxa11,ENSMUSG00000038210,TRE
Pnmt,ENSMUSG00000038216,TRE
Tlcd2,ENSMUSG00000038217,TRE
Serpinf2,ENSMUSG00000038224,TRE
Hrc,ENSMUSG00000038239,TRE
Cep250,ENSMUSG00000038241,TRE
Aox4,ENSMUSG00000038242,TRE
Fam50b,ENSMUSG00000038246,TRE
Sobp,ENSMUSG00000038248,TRE
Neurod2,ENSMUSG00000038255,TRE
Bcl9,ENSMUSG00000038256,TRE
Gdf5,ENSMUSG00000038259,TRE
Accn3,ENSMUSG00000038276,TRE
Atg9b,ENSMUSG00000038295,TRE
Pdzk1,ENSMUSG00000038298,TRE
Pth2,ENSMUSG00000038300,TRE
Lace1,ENSMUSG00000038302,TRE
Cd160,ENSMUSG00000038304,TRE
Serpinb9f,ENSMUSG00000038327,TRE
Tcte2,ENSMUSG00000038347,TRE
Sgsm2,ENSMUSG00000038351,TRE
Camp,ENSMUSG00000038357,TRE
Pcp4l1,ENSMUSG00000038370,TRE
Gpr162,ENSMUSG00000038390,TRE
Foxf2,ENSMUSG00000038402,TRE
Hfe2,ENSMUSG00000038403,TRE
Foxq1,ENSMUSG00000038415,TRE
Fcrla,ENSMUSG00000038421,TRE
Hdhd3,ENSMUSG00000038422,TRE
Srcin1,ENSMUSG00000038453,TRE
Olfml2b,ENSMUSG00000038463,TRE
Nos1ap,ENSMUSG00000038473,TRE
Sv2a,ENSMUSG00000038486,TRE
Slc19a3,ENSMUSG00000038496,TRE
Catsper1,ENSMUSG00000038498,TRE
Gdf15,ENSMUSG00000038508,TRE
Tbkbp1,ENSMUSG00000038517,TRE
AI317395,ENSMUSG00000038522,TRE
1700003F12Rik,ENSMUSG00000038523,TRE
Car14,ENSMUSG00000038526,TRE
BC021785,ENSMUSG00000038528,TRE
Rgs4,ENSMUSG00000038530,TRE
Srd5a2,ENSMUSG00000038541,TRE
Reep2,ENSMUSG00000038555,TRE
Sp6,ENSMUSG00000038560,TRE
Ift172,ENSMUSG00000038564,TRE
Cyp24a1,ENSMUSG00000038567,TRE
Rad9b,ENSMUSG00000038569,TRE
Fam154b,ENSMUSG00000038570,TRE
Susd1,ENSMUSG00000038578,TRE
Sct,ENSMUSG00000038580,TRE
Pln,ENSMUSG00000038583,TRE
Colec10,ENSMUSG00000038591,TRE
Atp6v0a4,ENSMUSG00000038600,TRE
Slc35f1,ENSMUSG00000038602,TRE
Nepn,ENSMUSG00000038624,TRE
Lrrc56,ENSMUSG00000038637,TRE
Akr1d1,ENSMUSG00000038641,TRE
Fsd2,ENSMUSG00000038663,TRE
Dgki,ENSMUSG00000038665,TRE
Mybpc2,ENSMUSG00000038670,TRE
Mbd3l1,ENSMUSG00000038691,TRE
Hoxb5,ENSMUSG00000038700,TRE
Aspdh,ENSMUSG00000038704,TRE
Txndc8,ENSMUSG00000038709,TRE
Hoxb7,ENSMUSG00000038721,TRE
Mboat1,ENSMUSG00000038732,TRE
Angptl6,ENSMUSG00000038742,TRE
Nlrp6,ENSMUSG00000038745,TRE
Omt2b,ENSMUSG00000038750,TRE
Ptk6,ENSMUSG00000038751,TRE
Elovl3,ENSMUSG00000038754,TRE
Ttll6,ENSMUSG00000038756,TRE
Trhr,ENSMUSG00000038760,TRE
Alpk3,ENSMUSG00000038763,TRE
9130409I23Rik,ENSMUSG00000038768,TRE
Vill,ENSMUSG00000038775,TRE
Sema6c,ENSMUSG00000038777,TRE
1700028J19Rik,ENSMUSG00000038782,TRE
Scgb3a2,ENSMUSG00000038791,TRE
Lefty1,ENSMUSG00000038793,TRE
Six3,ENSMUSG00000038805,TRE
Gngt2,ENSMUSG00000038811,TRE
Agbl3,ENSMUSG00000038836,TRE
Birc7,ENSMUSG00000038840,TRE
Garnl3,ENSMUSG00000038860,TRE
Prl3a1,ENSMUSG00000038883,TRE
Prl3b1,ENSMUSG00000038891,TRE
Zfp653,ENSMUSG00000038895,TRE
6330407J23Rik,ENSMUSG00000038916,TRE
E330034G19Rik,ENSMUSG00000038925,TRE
Tcfl5,ENSMUSG00000038932,TRE
Sccpdh,ENSMUSG00000038936,TRE
Klk1b16,ENSMUSG00000038968,TRE
Cldnd2,ENSMUSG00000038973,TRE
Tspyl5,ENSMUSG00000038984,TRE
1700019L03Rik,ENSMUSG00000038987,TRE
Hils1,ENSMUSG00000038994,TRE
Asb17,ENSMUSG00000038997,TRE
Bmp6,ENSMUSG00000039004,TRE
Tlr4,ENSMUSG00000039005,TRE
Siglec5,ENSMUSG00000039013,TRE
Ttc16,ENSMUSG00000039021,TRE
Tsga13,ENSMUSG00000039032,TRE
St6galnac5,ENSMUSG00000039037,TRE
Eme1,ENSMUSG00000039055,TRE
Myo16,ENSMUSG00000039057,TRE
Ak5,ENSMUSG00000039058,TRE
Hrh3,ENSMUSG00000039059,TRE
Anpep,ENSMUSG00000039062,TRE
Cpa4,ENSMUSG00000039070,TRE
Chad,ENSMUSG00000039084,TRE
Ss18l1,ENSMUSG00000039086,TRE
Sptlc3,ENSMUSG00000039092,TRE
En2,ENSMUSG00000039095,TRE
Mycbpap,ENSMUSG00000039110,TRE
Prune2,ENSMUSG00000039126,TRE
Gipc2,ENSMUSG00000039131,TRE
9330171B17Rik,ENSMUSG00000039133,TRE
Whrn,ENSMUSG00000039137,TRE
Shd,ENSMUSG00000039154,TRE
Akna,ENSMUSG00000039158,TRE
Naif1,ENSMUSG00000039164,TRE
Tekt5,ENSMUSG00000039179,TRE
Rlbp1,ENSMUSG00000039194,TRE
Ptchd3,ENSMUSG00000039198,TRE
Atf7ip2,ENSMUSG00000039200,TRE
Rpl39l,ENSMUSG00000039209,TRE
D1Pas1,ENSMUSG00000039224,TRE
Zfp750,ENSMUSG00000039238,TRE
Lyplal1,ENSMUSG00000039246,TRE
Pomt1,ENSMUSG00000039254,TRE
Vstm2b,ENSMUSG00000039257,TRE
Gimap3,ENSMUSG00000039264,TRE
Pcsk1n,ENSMUSG00000039278,TRE
Spdyb,ENSMUSG00000039296,TRE
Ndst2,ENSMUSG00000039308,TRE
Edaradd,ENSMUSG00000039309,TRE
Clnk,ENSMUSG00000039315,TRE
Rnf122,ENSMUSG00000039328,TRE
Tex19.1,ENSMUSG00000039329,TRE
Spata16,ENSMUSG00000039335,TRE
Tex19.2,ENSMUSG00000039337,TRE
2010001E11Rik,ENSMUSG00000039339,TRE
Mettl22,ENSMUSG00000039345,TRE
Sectm1b,ENSMUSG00000039364,TRE
Synpo2l,ENSMUSG00000039376,TRE
Dusp10,ENSMUSG00000039384,TRE
Cdh6,ENSMUSG00000039385,TRE
Ccdc81,ENSMUSG00000039391,TRE
Neil3,ENSMUSG00000039396,TRE
Prdm16,ENSMUSG00000039410,TRE
Ttc36,ENSMUSG00000039438,TRE
Snx22,ENSMUSG00000039452,TRE
Col10a1,ENSMUSG00000039462,TRE
Slc9a8,ENSMUSG00000039463,TRE
Zdhhc2,ENSMUSG00000039470,TRE
Prrx2,ENSMUSG00000039476,TRE
Dse,ENSMUSG00000039497,TRE
Cdsn,ENSMUSG00000039518,TRE
Cyp7b1,ENSMUSG00000039519,TRE
4921524L21Rik,ENSMUSG00000039540,TRE
Ttc18,ENSMUSG00000039543,TRE
Ajap1,ENSMUSG00000039546,TRE
Cylc2,ENSMUSG00000039555,TRE
Nphp4,ENSMUSG00000039577,TRE
Grin3a,ENSMUSG00000039579,TRE
Myo9a,ENSMUSG00000039585,TRE
Mocos,ENSMUSG00000039616,TRE
6430573F11Rik,ENSMUSG00000039620,TRE
Hs3st6,ENSMUSG00000039628,TRE
Fam40b,ENSMUSG00000039629,TRE
Ccdc151,ENSMUSG00000039632,TRE
Zfp189,ENSMUSG00000039634,TRE
Kcne1,ENSMUSG00000039639,TRE
Baat,ENSMUSG00000039653,TRE
D2Wsu81e,ENSMUSG00000039660,TRE
Icmt,ENSMUSG00000039662,TRE
1810049H13Rik,ENSMUSG00000039670,TRE
Kcne2,ENSMUSG00000039672,TRE
Capsl,ENSMUSG00000039676,TRE
Zer1,ENSMUSG00000039686,TRE
Tspan10,ENSMUSG00000039691,TRE
5730528L13Rik,ENSMUSG00000039693,TRE
Batf2,ENSMUSG00000039699,TRE
Ldb2,ENSMUSG00000039706,TRE
Slc7a12,ENSMUSG00000039710,TRE
Plekhg5,ENSMUSG00000039713,TRE
Cplx3,ENSMUSG00000039714,TRE
Wdr34,ENSMUSG00000039715,TRE
Dock3,ENSMUSG00000039716,TRE
Ralyl,ENSMUSG00000039717,TRE
Got1l1,ENSMUSG00000039720,TRE
Slc6a5,ENSMUSG00000039728,TRE
Slx4,ENSMUSG00000039738,TRE
Fam71f1,ENSMUSG00000039742,TRE
Exo1,ENSMUSG00000039748,TRE
Il22ra2,ENSMUSG00000039760,TRE
Dnajc28,ENSMUSG00000039763,TRE
Cc2d2a,ENSMUSG00000039765,TRE
Galnt12,ENSMUSG00000039774,TRE
Azi1,ENSMUSG00000039781,TRE
Kmo,ENSMUSG00000039783,TRE
Cercam,ENSMUSG00000039787,TRE
Olig2,ENSMUSG00000039830,TRE
Mcph1,ENSMUSG00000039842,TRE
Mrgpra2a,ENSMUSG00000039854,TRE
Srrm3,ENSMUSG00000039860,TRE
Neurl2,ENSMUSG00000039873,TRE
Slc39a5,ENSMUSG00000039878,TRE
Lrrc17,ENSMUSG00000039883,TRE
Txlnb,ENSMUSG00000039891,TRE
4931408A02Rik,ENSMUSG00000039903,TRE
Gpr37,ENSMUSG00000039904,TRE
Slc26a11,ENSMUSG00000039908,TRE
Pak7,ENSMUSG00000039913,TRE
Coq10a,ENSMUSG00000039914,TRE
Rhbdd2,ENSMUSG00000039917,TRE
Urb1,ENSMUSG00000039929,TRE
Pion,ENSMUSG00000039934,TRE
Pik3cd,ENSMUSG00000039936,TRE
Stk32a,ENSMUSG00000039954,TRE
4833442J19Rik,ENSMUSG00000039958,TRE
Ccdc40,ENSMUSG00000039963,TRE
Ccdc67,ENSMUSG00000039977,TRE
Zc3h12d,ENSMUSG00000039981,TRE
Dtx4,ENSMUSG00000039982,TRE
Magi2,ENSMUSG00000040003,TRE
Fkbp6,ENSMUSG00000040013,TRE
Saa4,ENSMUSG00000040017,TRE
Saa3,ENSMUSG00000040026,TRE
Nup43,ENSMUSG00000040034,TRE
Disp2,ENSMUSG00000040035,TRE
Negr1,ENSMUSG00000040037,TRE
Ift88,ENSMUSG00000040040,TRE
Tph1,ENSMUSG00000040046,TRE
Gjb6,ENSMUSG00000040055,TRE
Tnni3k,ENSMUSG00000040086,TRE
Mettl11b,ENSMUSG00000040113,TRE
Rep15,ENSMUSG00000040121,TRE
Sdr9c7,ENSMUSG00000040127,TRE
Svs2,ENSMUSG00000040132,TRE
Gpr176,ENSMUSG00000040133,TRE
Rdh7,ENSMUSG00000040134,TRE
Abcc8,ENSMUSG00000040136,TRE
Rgl3,ENSMUSG00000040146,TRE
Wfdc5,ENSMUSG00000040154,TRE
1700034J05Rik,ENSMUSG00000040163,TRE
Fmo2,ENSMUSG00000040170,TRE
Ankrd6,ENSMUSG00000040183,TRE
Arntl2,ENSMUSG00000040187,TRE
Tmem194,ENSMUSG00000040195,TRE
Cd209e,ENSMUSG00000040197,TRE
Cuzd1,ENSMUSG00000040205,TRE
Ccbl2,ENSMUSG00000040213,TRE
Ttc12,ENSMUSG00000040219,TRE
Gas8,ENSMUSG00000040220,TRE
Gpr34,ENSMUSG00000040229,TRE
Syngr4,ENSMUSG00000040231,TRE
Tbc1d10c,ENSMUSG00000040247,TRE
Sema3d,ENSMUSG00000040254,TRE
Daam2,ENSMUSG00000040260,TRE
Dnm3,ENSMUSG00000040265,TRE
Pacsin1,ENSMUSG00000040276,TRE
Ndufa4l2,ENSMUSG00000040280,TRE
Btnl9,ENSMUSG00000040283,TRE
Gzmg,ENSMUSG00000040284,TRE
Stac3,ENSMUSG00000040287,TRE
Hey1,ENSMUSG00000040289,TRE
Cchcr1,ENSMUSG00000040312,TRE
Ctsg,ENSMUSG00000040314,TRE
Il7,ENSMUSG00000040329,TRE
1700019B03Rik,ENSMUSG00000040340,TRE
Trim7,ENSMUSG00000040350,TRE
Sec1,ENSMUSG00000040364,TRE
Cacng5,ENSMUSG00000040373,TRE
Cbln3,ENSMUSG00000040380,TRE
Klhl32,ENSMUSG00000040387,TRE
Havcr1,ENSMUSG00000040405,TRE
Timd2,ENSMUSG00000040413,TRE
Plekha4,ENSMUSG00000040428,TRE
Mterf,ENSMUSG00000040429,TRE
Gyltl1b,ENSMUSG00000040434,TRE
1700054O13Rik,ENSMUSG00000040456,TRE
4921522P10Rik,ENSMUSG00000040467,TRE
Ggt6,ENSMUSG00000040471,TRE
A330021E22Rik,ENSMUSG00000040473,TRE
Lrrc52,ENSMUSG00000040485,TRE
Sox30,ENSMUSG00000040489,TRE
2210010C17Rik,ENSMUSG00000040498,TRE
Abcg5,ENSMUSG00000040505,TRE
Pvr,ENSMUSG00000040511,TRE
4921511H03Rik,ENSMUSG00000040514,TRE
Tlr8,ENSMUSG00000040522,TRE
Gm885,ENSMUSG00000040528,TRE
Necab1,ENSMUSG00000040536,TRE
Adam22,ENSMUSG00000040537,TRE
Tmem225,ENSMUSG00000040541,TRE
Pitpnm3,ENSMUSG00000040543,TRE
C3ar1,ENSMUSG00000040552,TRE
Aipl1,ENSMUSG00000040554,TRE
Wbscr27,ENSMUSG00000040557,TRE
BC018242,ENSMUSG00000040563,TRE
Apoc1,ENSMUSG00000040564,TRE
Slc26a7,ENSMUSG00000040569,TRE
Wbscr28,ENSMUSG00000040576,TRE
Abcb1a,ENSMUSG00000040584,TRE
Cd79b,ENSMUSG00000040592,TRE
Ranbp17,ENSMUSG00000040594,TRE
Eps8l3,ENSMUSG00000040600,TRE
Bace2,ENSMUSG00000040605,TRE
Kazn,ENSMUSG00000040606,TRE
Tlx3,ENSMUSG00000040610,TRE
Ildr2,ENSMUSG00000040612,TRE
Aicda,ENSMUSG00000040627,TRE
Mael,ENSMUSG00000040629,TRE
Dok4,ENSMUSG00000040631,TRE
Nrl,ENSMUSG00000040632,TRE
Erc2,ENSMUSG00000040640,TRE
Rimklb,ENSMUSG00000040649,TRE
Ppp1r14c,ENSMUSG00000040653,TRE
1700063H04Rik,ENSMUSG00000040657,TRE
Clcf1,ENSMUSG00000040663,TRE
Sh3bgr,ENSMUSG00000040666,TRE
Apobec2,ENSMUSG00000040694,TRE
Agmat,ENSMUSG00000040706,TRE
Sh3pxd2b,ENSMUSG00000040711,TRE
Camta2,ENSMUSG00000040712,TRE
Scamp5,ENSMUSG00000040722,TRE
Kcna2,ENSMUSG00000040724,TRE
AK129341,ENSMUSG00000040729,TRE
Erg,ENSMUSG00000040732,TRE
Slc25a34,ENSMUSG00000040740,TRE
Lat2,ENSMUSG00000040751,TRE
Cmtm5,ENSMUSG00000040759,TRE
C1qtnf4,ENSMUSG00000040794,TRE
Iqsec3,ENSMUSG00000040797,TRE
S100g,ENSMUSG00000040808,TRE
Chi3l3,ENSMUSG00000040809,TRE
Hlcs,ENSMUSG00000040820,TRE
Tmem146,ENSMUSG00000040828,TRE
Zmynd15,ENSMUSG00000040829,TRE
Plekhh2,ENSMUSG00000040852,TRE
Dlk1,ENSMUSG00000040856,TRE
Erf,ENSMUSG00000040857,TRE
Crocc,ENSMUSG00000040860,TRE
Rsph6a,ENSMUSG00000040866,TRE
Osbpl10,ENSMUSG00000040875,TRE
Foxa3,ENSMUSG00000040891,TRE
Ccr6,ENSMUSG00000040899,TRE
Atp1a3,ENSMUSG00000040907,TRE
Slc19a2,ENSMUSG00000040918,TRE
4930505A04Rik,ENSMUSG00000040919,TRE
Padi6,ENSMUSG00000040935,TRE
Ulk4,ENSMUSG00000040936,TRE
Arhgef1,ENSMUSG00000040940,TRE
Asgr2,ENSMUSG00000040963,TRE
Slc22a2,ENSMUSG00000040966,TRE
Igsf21,ENSMUSG00000040972,TRE
Gm11992,ENSMUSG00000040978,TRE
Sun3,ENSMUSG00000040985,TRE
Trim62,ENSMUSG00000041000,TRE
Iqcf4,ENSMUSG00000041009,TRE
Nrg3,ENSMUSG00000041014,TRE
Mtap7d2,ENSMUSG00000041020,TRE
Iffo2,ENSMUSG00000041025,TRE
Lrit1,ENSMUSG00000041044,TRE
Ramp3,ENSMUSG00000041046,TRE
Slc7a13,ENSMUSG00000041052,TRE
Pif1,ENSMUSG00000041064,TRE
Nacad,ENSMUSG00000041073,TRE
Grid1,ENSMUSG00000041078,TRE
Rwdd2b,ENSMUSG00000041079,TRE
Tspyl2,ENSMUSG00000041096,TRE
Iqsec2,ENSMUSG00000041115,TRE
Ccdc8,ENSMUSG00000041117,TRE
Pde9a,ENSMUSG00000041119,TRE
Nbl1,ENSMUSG00000041120,TRE
Cyyr1,ENSMUSG00000041134,TRE
Ripk2,ENSMUSG00000041135,TRE
Txndc3,ENSMUSG00000041138,TRE
Pnmal1,ENSMUSG00000041141,TRE
Dnahc7b,ENSMUSG00000041144,TRE
Brca2,ENSMUSG00000041147,TRE
Otud3,ENSMUSG00000041161,TRE
Spem1,ENSMUSG00000041165,TRE
Hectd2,ENSMUSG00000041180,TRE
Prkd2,ENSMUSG00000041187,TRE
Chrnb1,ENSMUSG00000041189,TRE
Pla2g5,ENSMUSG00000041193,TRE
Rpusd1,ENSMUSG00000041199,TRE
Pla2g2d,ENSMUSG00000041202,TRE
Map6d1,ENSMUSG00000041205,TRE
Pklr,ENSMUSG00000041237,TRE
Kcnj1,ENSMUSG00000041248,TRE
Tmco5b,ENSMUSG00000041255,TRE
Car8,ENSMUSG00000041261,TRE
Sox15,ENSMUSG00000041287,TRE
Gpr110,ENSMUSG00000041293,TRE
Cftr,ENSMUSG00000041301,TRE
Ak7,ENSMUSG00000041323,TRE
Inhba,ENSMUSG00000041324,TRE
Atp1b2,ENSMUSG00000041329,TRE
Mup4,ENSMUSG00000041333,TRE
Ankrd42,ENSMUSG00000041343,TRE
Wrap53,ENSMUSG00000041346,TRE
BC125332,ENSMUSG00000041358,TRE
Myzap,ENSMUSG00000041361,TRE
Cldn5,ENSMUSG00000041378,TRE
Htr2c,ENSMUSG00000041380,TRE
1700013G24Rik,ENSMUSG00000041399,TRE
BC055324,ENSMUSG00000041406,TRE
Paqr6,ENSMUSG00000041423,TRE
Cacna2d4,ENSMUSG00000041460,TRE
Gpr12,ENSMUSG00000041468,TRE
Fam35a,ENSMUSG00000041471,TRE
Smpx,ENSMUSG00000041476,TRE
Dcp1b,ENSMUSG00000041477,TRE
Fam38b,ENSMUSG00000041482,TRE
Gm3402,ENSMUSG00000041505,TRE
Upk2,ENSMUSG00000041523,TRE
Rbp3,ENSMUSG00000041534,TRE
Serpina3a,ENSMUSG00000041536,TRE
H2-Ob,ENSMUSG00000041538,TRE
Sox5,ENSMUSG00000041540,TRE
Ptchd2,ENSMUSG00000041544,TRE
Serpina5,ENSMUSG00000041550,TRE
Fbxo2,ENSMUSG00000041556,TRE
Tssk1,ENSMUSG00000041566,TRE
Serpina12,ENSMUSG00000041567,TRE
Crx,ENSMUSG00000041578,TRE
5730559C18Rik,ENSMUSG00000041605,TRE
Nppa,ENSMUSG00000041616,TRE
Ccdc74a,ENSMUSG00000041617,TRE
D11Wsu47e,ENSMUSG00000041623,TRE
A2ld1,ENSMUSG00000041625,TRE
Slc5a12,ENSMUSG00000041644,TRE
Pnpla3,ENSMUSG00000041653,TRE
Bbox1,ENSMUSG00000041660,TRE
Rims1,ENSMUSG00000041670,TRE
Lrrc18,ENSMUSG00000041673,TRE
Iapp,ENSMUSG00000041681,TRE
Rasl12,ENSMUSG00000041696,TRE
Slco1a1,ENSMUSG00000041698,TRE
Zic5,ENSMUSG00000041703,TRE
1810011H11Rik,ENSMUSG00000041707,TRE
Mpped1,ENSMUSG00000041708,TRE
Trpc5,ENSMUSG00000041710,TRE
Golt1a,ENSMUSG00000041717,TRE
Coro2b,ENSMUSG00000041729,TRE
Prrxl1,ENSMUSG00000041730,TRE
Trem3,ENSMUSG00000041754,TRE
Slc24a4,ENSMUSG00000041771,TRE
Cir1,ENSMUSG00000041777,TRE
Tram2,ENSMUSG00000041779,TRE
Capza3,ENSMUSG00000041791,TRE
Myrip,ENSMUSG00000041794,TRE
Gck,ENSMUSG00000041798,TRE
Efhc1,ENSMUSG00000041809,TRE
Fam169a,ENSMUSG00000041817,TRE
Sytl3,ENSMUSG00000041831,TRE
Rhod,ENSMUSG00000041845,TRE
Card6,ENSMUSG00000041849,TRE
Oosp1,ENSMUSG00000041857,TRE
Dlx1,ENSMUSG00000041911,TRE
Tdrkh,ENSMUSG00000041912,TRE
Nol4,ENSMUSG00000041923,TRE
Mettl8,ENSMUSG00000041975,TRE
Rptn,ENSMUSG00000041984,TRE
Elmod1,ENSMUSG00000041986,TRE
Hrnr,ENSMUSG00000041991,TRE
Zbed3,ENSMUSG00000041995,TRE
Acacb,ENSMUSG00000042010,TRE
Lce3b,ENSMUSG00000042031,TRE
2010003K11Rik,ENSMUSG00000042041,TRE
Sln,ENSMUSG00000042045,TRE
Wdr60,ENSMUSG00000042050,TRE
Myo3b,ENSMUSG00000042064,TRE
Tmcc2,ENSMUSG00000042066,TRE
Svop,ENSMUSG00000042078,TRE
4933440N22Rik,ENSMUSG00000042087,TRE
Lce1c,ENSMUSG00000042092,TRE
Dao,ENSMUSG00000042096,TRE
Zfp239,ENSMUSG00000042097,TRE
Dmgdh,ENSMUSG00000042102,TRE
Uggt2,ENSMUSG00000042104,TRE
Csdc2,ENSMUSG00000042109,TRE
Klhdc8a,ENSMUSG00000042115,TRE
Vwa1,ENSMUSG00000042116,TRE
Bhmt2,ENSMUSG00000042118,TRE
Lce1f,ENSMUSG00000042124,TRE
Rassf4,ENSMUSG00000042129,TRE
Dzip1,ENSMUSG00000042156,TRE
Sprr2i,ENSMUSG00000042157,TRE
Pnliprp1,ENSMUSG00000042179,TRE
Bend6,ENSMUSG00000042182,TRE
Tekt3,ENSMUSG00000042189,TRE
Cmklr1,ENSMUSG00000042190,TRE
Slc35f2,ENSMUSG00000042195,TRE
Cdrt4,ENSMUSG00000042200,TRE
